Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Hispanic?,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Recidivism - Return to Prison,Days to Recidivism
2013,2016,0,1,1,0,1,0,6,2,1,89
2013,2016,1,1,1,3,3,3,9,2,1,90
2013,2016,0,1,1,3,3,3,3,2,1,90
2013,2016,1,1,1,0,1,3,9,2,1,92
2013,2016,0,1,1,1,1,4,5,2,1,92
2013,2016,3,1,1,0,3,1,1,2,1,93
2013,2016,0,1,1,0,4,3,9,2,1,93
2013,2016,1,1,1,1,6,6,22,2,1,93
2013,2016,0,1,1,0,0,6,22,2,1,95
2013,2016,0,1,1,1,4,1,15,2,1,98
2013,2016,0,1,1,4,3,0,6,2,1,98
2013,2016,0,0,1,1,3,1,23,2,1,99
2013,2016,0,1,1,3,1,4,5,2,1,100
2013,2016,1,1,1,0,3,4,23,2,1,100
2013,2016,0,1,1,0,1,4,5,2,1,102
2013,2016,0,1,1,0,1,4,5,2,1,102
2013,2016,0,1,1,1,3,4,11,2,1,102
2013,2016,0,1,1,4,1,4,5,2,1,102
2013,2016,1,1,0,0,3,1,23,2,1,103
2013,2016,0,1,1,1,3,0,6,2,1,104
2013,2016,0,1,1,3,3,3,3,2,1,104
2013,2016,0,1,1,1,4,3,9,2,1,105
2013,2016,0,1,1,1,3,4,23,2,1,105
2013,2016,3,1,1,3,4,4,23,2,1,105
2013,2016,0,1,1,4,4,6,22,2,1,105
2013,2016,0,1,1,3,3,3,8,2,1,106
2013,2016,0,1,1,0,4,3,3,2,1,106
2013,2016,0,1,1,3,0,4,5,2,1,108
2013,2016,0,1,1,0,4,0,6,2,1,109
2013,2016,0,1,0,4,6,0,6,2,1,109
2013,2016,0,1,1,1,4,0,0,2,1,110
2013,2016,0,1,1,1,3,0,6,2,1,110
2013,2016,0,0,0,0,3,1,1,2,1,111
2013,2016,0,1,1,1,3,3,3,2,1,112
2013,2016,0,1,1,0,1,4,5,2,1,112
2013,2016,0,1,1,0,3,3,8,2,1,112
2013,2016,0,1,1,0,3,3,3,2,1,113
2013,2016,1,1,1,5,3,3,8,2,1,113
2013,2016,0,1,1,1,6,4,5,2,1,113
2013,2016,0,1,1,3,3,6,7,2,1,113
2013,2016,0,1,1,0,3,3,3,2,1,114
2013,2016,0,1,0,3,0,4,5,2,1,115
2013,2016,0,1,1,0,1,4,5,2,1,116
2013,2016,0,1,1,0,1,3,9,2,1,116
2013,2016,1,1,1,0,6,6,22,2,1,116
2013,2016,1,1,1,1,3,4,5,2,1,116
2013,2016,0,1,1,0,3,4,23,2,1,117
2013,2016,0,1,1,0,3,3,8,2,1,117
2013,2016,0,1,1,0,3,3,8,2,1,118
2013,2016,0,1,1,0,3,3,3,2,1,118
2013,2016,1,1,1,1,4,3,9,2,1,118
2013,2016,0,1,1,1,3,1,1,2,1,119
2013,2016,0,1,1,3,4,6,22,2,1,119
2013,2016,0,1,1,1,3,4,23,2,1,119
2013,2016,0,1,1,3,3,3,8,2,1,120
2013,2016,0,1,1,1,1,4,5,2,1,120
2013,2016,0,1,1,3,1,4,11,2,1,120
2013,2016,0,1,1,4,1,4,5,2,1,120
2013,2016,0,1,1,1,1,4,5,2,1,122
2013,2016,0,1,1,4,1,3,3,2,1,124
2013,2016,0,1,1,4,1,4,5,2,1,125
2013,2016,0,1,1,0,3,3,3,2,1,125
2013,2016,0,1,1,1,1,4,5,2,1,126
2013,2016,0,1,1,3,1,4,5,2,1,126
2013,2016,0,1,1,3,0,4,5,2,1,126
2013,2016,0,1,1,0,3,3,3,2,1,127
2013,2016,0,1,1,1,1,0,0,2,1,127
2013,2016,0,1,1,3,3,3,8,2,1,127
2013,2016,0,1,1,1,4,4,23,2,1,127
2013,2016,0,0,1,1,3,0,7,2,1,128
2013,2016,1,1,0,4,3,3,9,2,1,130
2013,2016,0,1,1,4,3,3,3,2,1,131
2013,2016,1,1,1,1,1,3,3,2,1,132
2013,2016,0,1,1,3,3,1,23,2,1,132
2013,2016,1,1,1,1,1,3,9,2,1,132
2013,2016,0,1,1,0,1,4,5,2,1,133
2013,2016,0,1,1,0,3,3,8,2,1,133
2013,2016,0,1,1,0,3,3,3,2,1,133
2013,2016,0,1,1,1,6,6,22,2,1,133
2013,2016,0,1,1,1,3,1,1,2,1,133
2013,2016,0,1,1,3,4,3,9,2,1,133
2013,2016,0,1,0,0,3,3,3,2,1,134
2013,2016,0,1,1,1,4,4,23,2,1,134
2013,2016,0,1,0,1,3,3,8,2,1,134
2013,2016,3,1,0,1,6,6,22,2,1,135
2013,2016,0,1,0,4,3,4,23,2,1,135
2013,2016,0,1,1,3,3,3,9,2,1,136
2013,2016,0,1,1,1,3,3,9,2,1,137
2013,2016,1,1,1,1,1,4,5,2,1,137
2013,2016,0,1,0,1,3,3,9,2,1,137
2013,2016,0,1,1,3,1,4,5,2,1,137
2013,2016,0,1,0,1,3,3,3,2,1,138
2013,2016,0,1,1,3,1,4,5,2,1,138
2013,2016,1,1,1,0,3,3,3,2,1,140
2013,2016,0,1,1,3,4,0,6,2,1,140
2013,2016,3,1,1,1,0,4,5,2,1,140
2013,2016,0,1,0,4,1,3,9,2,1,140
2013,2016,0,1,1,0,4,4,23,2,1,141
2013,2016,0,1,0,1,3,1,1,2,1,141
2013,2016,0,1,1,1,4,4,23,2,1,143
2013,2016,1,1,1,3,1,3,9,2,1,143
2013,2016,1,1,1,3,3,3,3,2,1,144
2013,2016,0,1,1,0,3,4,11,2,1,145
2013,2016,0,1,1,1,0,0,20,2,1,145
2013,2016,0,1,1,1,6,6,22,2,1,145
2013,2016,0,1,1,0,3,4,23,2,1,147
2013,2016,0,1,1,0,4,3,9,2,1,147
2013,2016,1,1,1,1,6,6,22,2,1,147
2013,2016,0,1,1,3,3,3,8,2,1,147
2013,2016,0,1,1,0,4,3,3,2,1,148
2013,2016,0,1,1,0,3,3,3,2,1,148
2013,2016,0,1,1,0,1,0,6,2,1,149
2013,2016,0,1,1,0,0,4,5,2,1,149
2013,2016,0,1,1,4,3,4,5,2,1,149
2013,2016,0,1,1,4,3,3,3,2,1,150
2013,2016,0,1,1,1,0,4,5,2,1,151
2013,2016,0,0,1,4,3,4,5,2,1,151
2013,2016,0,1,0,0,1,4,5,2,1,151
2013,2016,0,1,0,1,3,3,3,2,1,151
2013,2016,0,1,1,3,0,4,5,2,1,151
2013,2016,0,1,1,1,0,4,5,2,1,153
2013,2016,0,1,1,1,4,0,6,2,1,153
2013,2016,0,1,1,4,3,4,5,2,1,153
2013,2016,0,1,0,3,3,3,8,2,1,154
2013,2016,0,1,1,3,4,4,5,2,1,154
2013,2016,1,1,1,3,4,4,23,2,1,154
2013,2016,0,1,1,4,3,3,8,2,1,154
2013,2016,1,1,1,0,3,3,9,2,1,157
2013,2016,1,1,1,3,1,4,5,2,1,159
2013,2016,0,1,1,0,6,6,22,2,1,159
2013,2016,0,0,1,3,3,3,3,2,1,160
2013,2016,1,1,1,3,1,0,6,2,1,160
2013,2016,0,1,1,0,3,4,5,2,1,161
2013,2016,0,1,1,1,6,6,22,2,1,161
2013,2016,1,1,1,1,3,3,3,2,1,161
2013,2016,0,1,1,3,1,3,3,2,1,161
2013,2016,0,1,1,4,6,6,22,2,1,161
2013,2016,0,1,1,0,3,3,3,2,1,162
2013,2016,1,1,1,1,1,4,5,2,1,163
2013,2016,1,1,1,4,1,4,5,2,1,163
2013,2016,1,1,1,1,0,4,5,2,1,166
2013,2016,0,1,1,1,4,1,15,2,1,166
2013,2016,1,1,1,1,4,1,21,2,1,167
2013,2016,0,1,1,1,4,6,22,2,1,167
2013,2016,0,1,1,3,4,0,0,2,1,167
2013,2016,0,1,1,3,1,4,5,2,1,167
2013,2016,0,1,1,1,1,3,3,2,1,168
2013,2016,1,1,1,0,1,4,5,2,1,168
2013,2016,0,1,0,1,1,4,5,2,1,168
2013,2016,0,1,1,4,1,0,0,2,1,168
2013,2016,0,1,1,0,3,3,19,2,1,169
2013,2016,0,1,1,1,1,0,0,2,1,169
2013,2016,0,1,1,3,3,0,0,2,1,169
2013,2016,0,1,1,3,1,4,5,2,1,170
2013,2016,0,1,1,4,6,6,22,2,1,171
2013,2016,0,1,0,0,3,3,8,2,1,172
2013,2016,1,1,1,3,3,1,23,2,1,172
2013,2016,0,1,1,4,1,0,6,2,1,172
2013,2016,0,1,0,3,4,6,22,2,1,173
2013,2016,0,1,1,0,6,6,22,2,1,173
2013,2016,1,1,1,1,3,3,3,2,1,174
2013,2016,1,1,1,3,4,3,9,2,1,174
2013,2016,0,1,1,0,4,3,19,2,1,175
2013,2016,0,1,1,0,3,4,23,2,1,175
2013,2016,0,1,0,1,3,1,1,2,1,175
2013,2016,1,1,1,1,3,1,23,2,1,175
2013,2016,0,1,1,1,3,3,3,2,1,176
2013,2016,0,1,0,0,3,1,16,2,1,176
2013,2016,1,1,1,0,6,6,22,2,1,177
2013,2016,0,1,1,0,1,3,3,2,1,177
2013,2016,0,1,1,3,0,0,20,2,1,177
2013,2016,1,1,1,3,4,0,0,2,1,178
2013,2016,0,1,1,1,1,0,10,2,1,179
2013,2016,0,1,1,1,3,4,5,2,1,179
2013,2016,0,1,1,3,1,4,5,2,1,179
2013,2016,0,1,1,3,3,3,9,2,1,180
2013,2016,0,1,0,1,6,6,22,2,1,180
2013,2016,0,1,1,4,3,1,1,2,1,180
2013,2016,1,1,1,0,6,4,5,2,1,181
2013,2016,0,1,1,1,4,3,9,2,1,181
2013,2016,0,1,1,1,4,1,15,2,1,181
2013,2016,0,1,1,1,3,3,3,2,1,181
2013,2016,1,1,1,3,4,6,22,2,1,181
2013,2016,1,1,1,1,1,6,22,2,1,182
2013,2016,0,1,1,3,4,0,0,2,1,182
2013,2016,0,1,0,1,3,3,3,2,1,182
2013,2016,1,1,1,4,3,1,23,2,1,182
2013,2016,0,1,0,0,3,3,3,2,1,183
2013,2016,0,1,1,4,1,0,10,2,1,183
2013,2016,0,1,1,3,1,3,3,2,1,183
2013,2016,0,1,0,3,0,0,20,2,1,183
2013,2016,3,1,1,1,1,3,3,2,1,184
2013,2016,0,1,1,1,1,0,6,2,1,184
2013,2016,0,1,1,1,3,4,23,2,1,184
2013,2016,0,1,1,1,3,4,23,2,1,184
2013,2016,1,1,1,3,3,4,5,2,1,184
2013,2016,0,1,1,4,1,4,5,2,1,184
2013,2016,0,1,1,0,3,3,3,2,1,185
2013,2016,1,1,1,0,3,3,9,2,1,185
2013,2016,0,1,1,3,4,6,22,2,1,186
2013,2016,0,1,1,4,3,4,23,2,1,187
2013,2016,0,1,1,0,3,1,1,2,1,187
2013,2016,1,1,1,0,6,6,22,2,1,187
2013,2016,1,1,1,0,1,4,5,2,1,187
2013,2016,0,1,1,4,3,3,9,2,1,187
2013,2016,0,1,1,0,3,0,0,2,1,188
2013,2016,0,1,1,1,6,6,22,2,1,188
2013,2016,1,1,1,1,3,3,9,2,1,188
2013,2016,1,1,1,3,3,4,5,2,1,188
2013,2016,0,1,1,1,4,1,15,2,1,188
2013,2016,1,1,1,3,1,4,5,2,1,299
2013,2016,0,1,1,0,3,1,1,2,1,189
2013,2016,0,1,0,1,1,4,5,2,1,189
2013,2016,0,1,1,1,3,4,5,2,1,189
2013,2016,1,1,0,1,3,3,8,2,1,189
2013,2016,0,1,1,1,3,1,16,2,1,189
2013,2016,1,1,1,3,0,0,10,2,1,189
2013,2016,0,1,1,3,0,4,5,2,1,189
2013,2016,0,1,1,3,6,6,22,2,1,189
2013,2016,1,1,0,4,6,4,5,2,1,189
2013,2016,0,1,1,3,4,6,22,2,1,190
2013,2016,0,1,1,5,3,4,23,2,1,193
2013,2016,3,1,0,3,0,0,20,2,1,194
2013,2016,0,1,1,4,4,1,23,2,1,194
2013,2016,0,1,1,0,3,4,11,2,1,195
2013,2016,0,1,1,5,3,0,0,2,1,195
2013,2016,0,1,1,0,1,3,9,2,1,196
2013,2016,0,1,1,3,3,3,3,2,1,196
2013,2016,1,1,1,3,3,3,8,2,1,197
2013,2016,1,1,1,1,0,4,5,2,1,198
2013,2016,0,1,0,4,6,6,22,2,1,199
2013,2016,0,1,1,0,6,6,22,2,1,200
2013,2016,0,1,1,4,1,3,3,2,1,201
2013,2016,0,1,1,4,1,4,5,2,1,201
2013,2016,0,1,1,1,3,1,1,2,1,202
2013,2016,0,1,1,3,3,3,9,2,1,202
2013,2016,0,1,1,0,6,6,22,2,1,202
2013,2016,0,1,1,0,6,6,22,2,1,202
2013,2016,0,1,1,3,1,3,9,2,1,202
2013,2016,0,0,1,0,3,3,3,2,1,203
2013,2016,0,1,1,1,1,4,5,2,1,203
2013,2016,0,0,1,1,3,3,3,2,1,203
2013,2016,0,0,1,1,3,1,1,2,1,203
2013,2016,0,1,1,0,3,3,8,2,1,206
2013,2016,0,1,1,0,3,3,9,2,1,206
2013,2016,0,1,1,1,3,3,8,2,1,206
2013,2016,0,1,1,3,4,3,9,2,1,206
2013,2016,1,1,0,3,1,4,5,2,1,206
2013,2016,0,1,1,3,1,3,3,2,1,206
2013,2016,1,1,0,3,6,4,5,2,1,207
2013,2016,1,1,1,3,3,1,1,2,1,207
2013,2016,0,1,1,0,1,3,9,2,1,209
2013,2016,1,1,0,3,0,0,20,2,1,209
2013,2016,0,1,1,3,4,3,19,2,1,209
2013,2016,0,1,1,1,3,3,3,2,1,209
2013,2016,1,1,1,3,3,3,8,2,1,209
2013,2016,0,1,1,1,6,6,22,2,1,210
2013,2016,0,1,1,0,6,6,22,2,1,210
2013,2016,0,1,1,1,3,1,1,2,1,210
2013,2016,0,1,1,0,3,4,23,2,1,211
2013,2016,0,1,1,0,1,4,5,2,1,211
2013,2016,0,0,1,1,1,4,5,2,1,211
2013,2016,1,1,1,0,1,0,0,2,1,213
2013,2016,0,1,1,1,4,3,9,2,1,213
2013,2016,0,1,1,1,3,3,3,2,1,214
2013,2016,0,1,1,4,4,3,8,2,1,214
2013,2016,0,1,1,1,3,1,18,2,1,216
2013,2016,0,1,1,0,3,3,8,2,1,216
2013,2016,0,1,1,3,4,3,19,2,1,216
2013,2016,0,1,1,3,1,3,9,2,1,217
2013,2016,0,1,1,4,3,3,8,2,1,217
2013,2016,0,1,1,4,3,1,18,2,1,217
2013,2016,3,1,1,3,3,3,3,2,1,218
2013,2016,1,1,1,1,1,3,3,2,1,218
2013,2016,0,1,1,4,0,4,5,2,1,218
2013,2016,0,1,1,4,3,0,0,2,1,220
2013,2016,0,1,1,0,3,4,5,2,1,221
2013,2016,1,1,1,0,0,4,5,2,1,222
2013,2016,1,1,1,0,6,6,22,2,1,222
2013,2016,0,1,1,0,0,4,5,2,1,222
2013,2016,0,1,1,1,1,3,3,2,1,223
2013,2016,0,1,0,4,1,0,7,2,1,223
2013,2016,1,1,1,0,3,4,5,2,1,224
2013,2016,1,1,1,0,4,4,5,2,1,224
2013,2016,1,1,1,1,6,6,22,2,1,224
2013,2016,0,1,1,3,1,0,0,2,1,224
2013,2016,0,1,0,0,4,1,15,2,1,225
2013,2016,0,1,1,3,4,6,22,2,1,225
2013,2016,0,1,1,0,1,4,5,2,1,226
2013,2016,1,1,1,3,6,6,22,2,1,227
2013,2016,0,1,1,4,3,3,3,2,1,227
2013,2016,0,1,1,0,1,4,5,2,1,228
2013,2016,0,1,1,0,1,3,3,2,1,230
2013,2016,0,1,1,1,4,6,22,2,1,230
2013,2016,1,1,1,5,1,0,0,2,1,230
2013,2016,1,1,1,1,1,4,5,2,1,231
2013,2016,1,1,1,0,3,0,0,2,1,231
2013,2016,0,1,1,1,1,4,5,2,1,231
2013,2016,0,1,1,1,1,3,3,2,1,231
2013,2016,1,1,1,0,3,1,1,2,1,232
2013,2016,0,1,1,3,1,3,19,2,1,232
2013,2016,0,1,1,4,3,3,3,2,1,232
2013,2016,0,1,1,1,3,3,8,2,1,233
2013,2016,0,1,1,0,1,4,5,2,1,233
2013,2016,1,1,0,1,4,3,9,2,1,236
2013,2016,0,1,1,1,1,4,5,2,1,236
2013,2016,1,1,1,4,4,3,9,2,1,236
2013,2016,0,1,1,1,3,4,23,2,1,237
2013,2016,0,1,1,0,3,0,0,2,1,237
2013,2016,1,1,1,0,6,4,5,2,1,237
2013,2016,0,1,1,1,3,1,1,2,1,237
2013,2016,0,1,1,4,1,3,9,2,1,237
2013,2016,0,1,1,3,1,3,3,2,1,238
2013,2016,0,1,0,1,3,3,8,2,1,238
2013,2016,0,1,0,3,1,3,13,2,1,239
2013,2016,0,1,1,3,6,4,5,2,1,239
2013,2016,0,0,1,0,3,3,9,2,1,240
2013,2016,1,1,1,1,1,3,9,2,1,241
2013,2016,0,1,1,0,3,3,3,2,1,241
2013,2016,1,1,1,1,4,0,0,2,1,241
2013,2016,0,1,1,3,4,1,18,2,1,241
2013,2016,0,1,1,1,1,4,5,2,1,242
2013,2016,0,1,0,3,6,4,5,2,1,242
2013,2016,1,1,1,3,4,1,1,2,1,242
2013,2016,3,1,1,1,1,3,3,2,1,242
2013,2016,0,1,1,0,1,4,5,2,1,243
2013,2016,4,1,1,5,1,0,10,2,1,243
2013,2016,0,1,1,1,3,3,3,2,1,244
2013,2016,0,1,1,1,3,4,23,2,1,244
2013,2016,1,1,0,1,4,1,15,2,1,245
2013,2016,0,1,1,3,6,4,5,2,1,245
2013,2016,0,1,1,1,1,4,5,2,1,246
2013,2016,0,1,1,0,3,1,18,2,1,246
2013,2016,0,1,0,3,1,3,9,2,1,246
2013,2016,0,1,1,0,1,0,7,2,1,247
2013,2016,0,1,0,1,1,4,5,2,1,247
2013,2016,0,1,1,1,4,6,22,2,1,247
2013,2016,1,1,1,3,4,3,9,2,1,247
2013,2016,1,1,1,1,3,3,9,2,1,248
2013,2016,1,1,1,1,4,0,7,2,1,249
2013,2016,0,1,1,1,3,0,6,2,1,250
2013,2016,0,1,1,1,3,6,22,2,1,250
2013,2016,0,1,1,1,3,0,0,2,1,250
2013,2016,0,1,1,1,3,3,8,2,1,250
2013,2016,1,1,1,3,1,4,5,2,1,250
2013,2016,0,1,1,4,1,4,5,2,1,251
2013,2016,1,1,1,4,3,1,1,2,1,251
2013,2016,0,1,1,0,4,1,18,2,1,251
2013,2016,1,1,1,1,1,0,0,2,1,251
2013,2016,0,1,1,0,6,4,5,2,1,252
2013,2016,0,1,0,1,3,0,0,2,1,253
2013,2016,3,1,1,1,1,3,3,2,1,253
2013,2016,0,1,1,5,4,6,22,2,1,253
2013,2016,0,1,0,0,1,3,9,2,1,254
2013,2016,0,1,0,1,6,0,6,2,1,254
2013,2016,0,1,0,1,0,4,5,2,1,254
2013,2016,0,1,1,1,3,3,9,2,1,254
2013,2016,1,1,1,1,1,0,10,2,1,255
2013,2016,0,1,1,1,3,0,0,2,1,256
2013,2016,0,1,1,3,6,4,5,2,1,256
2013,2016,1,1,1,1,1,0,0,2,1,256
2013,2016,0,1,0,1,1,3,3,2,1,257
2013,2016,0,1,1,3,4,1,15,2,1,257
2013,2016,0,1,1,3,3,4,5,2,1,258
2013,2016,0,1,1,3,4,0,6,2,1,258
2013,2016,0,1,1,1,3,3,3,2,1,259
2013,2016,1,1,1,3,0,6,22,2,1,260
2013,2016,0,1,1,0,1,4,5,2,1,260
2013,2016,1,1,1,0,1,0,0,2,1,260
2013,2016,0,1,0,0,3,0,20,2,1,261
2013,2016,0,1,1,1,3,3,8,2,1,261
2013,2016,0,1,1,4,1,4,5,2,1,262
2013,2016,1,1,1,1,1,4,5,2,1,262
2013,2016,0,1,1,4,3,4,5,2,1,262
2013,2016,0,1,1,0,3,3,3,2,1,263
2013,2016,0,1,1,1,0,4,5,2,1,265
2013,2016,0,0,1,0,3,3,8,2,1,266
2013,2016,1,1,1,0,1,3,3,2,1,266
2013,2016,1,1,1,0,1,3,3,2,1,267
2013,2016,3,0,1,0,1,4,5,2,1,267
2013,2016,0,1,1,0,0,4,5,2,1,267
2013,2016,0,1,0,1,6,6,22,2,1,269
2013,2016,0,1,1,3,3,1,1,2,1,269
2013,2016,1,1,1,4,3,0,0,2,1,269
2013,2016,1,1,1,0,1,0,0,2,1,271
2013,2016,0,1,1,1,4,3,9,2,1,271
2013,2016,0,1,0,1,0,4,5,2,1,271
2013,2016,1,1,1,0,4,1,15,2,1,272
2013,2016,0,1,1,0,1,3,3,2,1,273
2013,2016,0,1,1,0,3,3,8,2,1,273
2013,2016,1,1,1,0,3,3,8,2,1,273
2013,2016,3,1,0,1,0,4,5,2,1,273
2013,2016,0,0,1,4,1,4,5,2,1,273
2013,2016,0,1,1,1,3,0,0,2,1,275
2013,2016,1,1,1,0,3,1,23,2,1,275
2013,2016,0,1,0,1,0,4,5,2,1,275
2013,2016,1,1,1,4,4,1,18,2,1,276
2013,2016,1,1,1,4,1,4,5,2,1,276
2013,2016,0,1,1,3,0,4,5,2,1,277
2013,2016,0,1,1,4,1,4,5,2,1,277
2013,2016,0,1,1,1,0,0,7,2,1,277
2013,2016,0,1,0,4,3,3,3,2,1,277
2013,2016,0,1,1,1,6,6,22,2,1,278
2013,2016,0,1,0,5,3,4,5,2,1,278
2013,2016,0,1,1,3,1,0,6,2,1,279
2013,2016,0,1,0,3,6,6,22,2,1,279
2013,2016,0,1,1,1,3,4,23,2,1,279
2013,2016,1,1,1,4,0,6,22,2,1,279
2013,2016,1,1,0,1,1,0,7,2,1,280
2013,2016,0,1,1,1,3,3,3,2,1,280
2013,2016,0,1,1,1,3,3,3,2,1,280
2013,2016,1,1,1,1,1,0,0,2,1,281
2013,2016,0,1,1,1,3,4,5,2,1,281
2013,2016,0,1,1,1,4,0,0,2,1,281
2013,2016,0,1,1,4,1,4,5,2,1,281
2013,2016,0,1,1,3,1,3,9,2,1,282
2013,2016,0,1,1,3,6,6,22,2,1,283
2013,2016,0,1,1,3,4,4,23,2,1,284
2013,2016,1,1,1,3,4,0,0,2,1,284
2013,2016,0,1,1,0,6,6,22,2,1,285
2013,2016,0,1,1,0,1,4,5,2,1,285
2013,2016,0,1,1,1,4,0,0,2,1,285
2013,2016,0,1,1,1,1,4,5,2,1,286
2013,2016,4,1,1,1,1,3,3,2,1,286
2013,2016,3,1,1,0,0,0,20,2,1,286
2013,2016,0,1,1,0,3,1,23,2,1,287
2013,2016,1,1,1,1,6,0,0,2,1,287
2013,2016,0,1,1,1,3,3,9,2,1,287
2013,2016,1,1,1,3,3,4,11,2,1,287
2013,2016,1,1,0,1,3,3,8,2,1,287
2013,2016,0,1,1,1,4,6,22,2,1,287
2013,2016,0,1,1,3,1,3,3,2,1,287
2013,2016,1,1,0,4,1,3,9,2,1,287
2013,2016,0,1,1,1,3,3,8,2,1,288
2013,2016,0,1,1,1,3,0,0,2,1,288
2013,2016,4,1,1,1,3,3,8,2,1,288
2013,2016,0,1,1,3,1,3,9,2,1,288
2013,2016,0,1,1,1,3,3,3,2,1,289
2013,2016,0,1,0,1,1,4,5,2,1,289
2013,2016,0,1,1,1,1,0,6,2,1,289
2013,2016,0,1,1,3,0,4,5,2,1,289
2013,2016,0,1,1,4,0,6,22,2,1,290
2013,2016,0,1,1,0,3,4,23,2,1,291
2013,2016,1,1,0,1,3,1,23,2,1,291
2013,2016,0,1,1,0,1,4,5,2,1,291
2013,2016,1,1,1,4,3,4,5,2,1,292
2013,2016,0,1,1,0,3,0,0,2,1,292
2013,2016,0,1,1,1,3,4,5,2,1,292
2013,2016,0,1,1,0,3,3,3,2,1,293
2013,2016,0,1,1,1,4,1,18,2,1,293
2013,2016,1,1,1,3,3,3,3,2,1,293
2013,2016,0,1,1,1,6,6,22,2,1,293
2013,2016,0,0,1,0,3,3,9,2,1,294
2013,2016,0,1,1,1,3,3,8,2,1,294
2013,2016,3,1,1,3,3,0,0,2,1,294
2013,2016,0,1,1,1,3,4,5,2,1,294
2013,2016,0,1,1,1,3,3,8,2,1,295
2013,2016,0,1,1,4,3,4,5,2,1,295
2013,2016,1,1,0,4,3,4,11,2,1,295
2013,2016,0,1,1,1,6,6,22,2,1,296
2013,2016,0,1,1,3,3,3,9,2,1,296
2013,2016,0,1,1,4,3,3,3,2,1,296
2013,2016,1,1,1,1,6,4,5,2,1,296
2013,2016,0,0,1,1,1,4,5,2,1,297
2013,2016,0,1,1,1,0,4,5,2,1,298
2013,2016,0,1,1,1,6,0,6,2,1,298
2013,2016,1,1,1,0,1,4,5,2,1,300
2013,2016,1,1,1,4,1,0,7,2,1,300
2013,2016,1,1,1,0,1,3,9,2,1,300
2013,2016,3,1,0,1,1,3,9,2,1,300
2013,2016,0,1,1,1,3,1,1,2,1,301
2013,2016,1,1,1,5,3,0,0,2,1,301
2013,2016,0,1,0,3,3,4,5,2,1,301
2013,2016,1,1,1,1,6,4,5,2,1,302
2013,2016,0,1,0,1,3,4,23,2,1,302
2013,2016,0,1,1,3,3,3,3,2,1,302
2013,2016,0,1,1,0,1,0,6,2,1,302
2013,2016,1,1,1,1,1,3,9,2,1,302
2013,2016,0,1,1,1,0,0,7,2,1,303
2013,2016,0,0,1,1,3,0,0,2,1,303
2013,2016,0,1,1,4,3,0,0,2,1,303
2013,2016,0,1,1,1,1,4,5,2,1,304
2013,2016,1,1,1,4,3,4,23,2,1,304
2013,2016,0,1,1,0,0,4,5,2,1,306
2013,2016,1,1,1,1,1,3,3,2,1,306
2013,2016,0,1,1,0,1,4,5,2,1,307
2013,2016,0,1,1,3,0,4,5,2,1,307
2013,2016,0,1,1,3,1,4,5,2,1,308
2013,2016,0,1,0,3,6,4,5,2,1,308
2013,2016,1,1,1,3,1,4,5,2,1,308
2013,2016,0,1,1,4,1,4,5,2,1,308
2013,2016,0,1,0,3,3,3,3,2,1,309
2013,2016,0,1,1,3,3,1,1,2,1,309
2013,2016,0,1,1,4,6,6,22,2,1,309
2013,2016,0,1,1,1,3,4,23,2,1,310
2013,2016,0,1,1,0,6,6,22,2,1,312
2013,2016,0,0,1,0,1,0,0,2,1,313
2013,2016,0,1,1,1,1,0,6,2,1,313
2013,2016,1,1,0,4,1,3,9,2,1,378
2013,2016,1,1,1,4,4,0,7,2,1,313
2013,2016,0,1,1,4,3,3,3,2,1,313
2013,2016,0,1,1,1,3,3,13,2,1,314
2013,2016,0,1,1,5,3,4,23,2,1,314
2013,2016,1,1,1,1,4,3,19,2,1,315
2013,2016,0,0,1,3,0,6,22,2,1,315
2013,2016,0,1,1,0,6,0,6,2,1,315
2013,2016,0,1,1,3,1,3,9,2,1,316
2013,2016,3,1,1,4,3,3,8,2,1,317
2013,2016,1,1,1,1,6,6,22,2,1,318
2013,2016,0,1,1,3,0,4,5,2,1,318
2013,2016,0,1,1,4,1,3,3,2,1,318
2013,2016,0,1,1,1,4,4,23,2,1,318
2013,2016,0,1,1,1,1,4,5,2,1,319
2013,2016,0,1,1,1,0,4,5,2,1,319
2013,2016,0,1,1,1,6,4,5,2,1,320
2013,2016,0,1,1,1,3,4,23,2,1,320
2013,2016,3,1,1,3,3,3,3,2,1,320
2013,2016,0,1,0,4,3,3,9,2,1,320
2013,2016,1,1,1,1,4,1,23,2,1,321
2013,2016,1,1,1,3,4,0,0,2,1,321
2013,2016,0,1,1,1,0,0,7,2,1,321
2013,2016,0,1,1,3,3,3,3,2,1,321
2013,2016,1,1,0,3,3,4,5,2,1,321
2013,2016,1,1,1,3,3,1,18,2,1,321
2013,2016,0,1,1,1,1,4,5,2,1,322
2013,2016,0,1,1,1,4,1,23,2,1,322
2013,2016,0,1,1,0,0,4,5,2,1,323
2013,2016,0,1,1,0,0,4,5,2,1,323
2013,2016,0,1,0,0,3,3,3,2,1,323
2013,2016,0,1,1,1,0,4,5,2,1,323
2013,2016,0,1,1,1,1,4,5,2,1,323
2013,2016,0,1,1,1,1,4,5,2,1,323
2013,2016,0,1,1,0,0,4,5,2,1,324
2013,2016,0,1,1,1,3,3,8,2,1,324
