Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Hispanic?,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Recidivism - Return to Prison,Days to Recidivism
2014,2017,0,1,1,0,1,3,9,2,0,0
2011,2014,1,1,1,5,3,1,1,0,1,94
2011,2014,0,1,1,1,3,3,8,0,1,98
2011,2014,0,1,1,3,0,3,13,2,1,99
2011,2014,1,1,1,4,6,6,22,0,1,99
2011,2014,1,1,1,1,1,4,5,0,1,100
2011,2014,0,1,1,1,1,4,5,2,1,102
2011,2014,1,1,1,0,1,3,9,0,1,102
2011,2014,0,1,1,3,1,4,5,0,1,103
2011,2014,0,1,1,4,4,3,9,2,1,104
2011,2014,0,1,1,5,1,3,3,0,1,104
2011,2014,0,1,1,0,4,6,22,2,1,104
2011,2014,0,1,1,1,1,4,5,0,1,105
2011,2014,0,1,1,0,4,3,3,0,1,105
2011,2014,0,1,1,0,4,0,0,2,1,107
2011,2014,0,1,1,0,3,4,5,0,1,107
2011,2014,1,1,0,3,3,3,8,0,1,108
2011,2014,0,1,1,3,4,0,0,2,1,111
2011,2014,0,1,1,0,3,3,3,0,1,111
2011,2014,0,1,1,1,3,6,22,2,1,113
2011,2014,0,1,1,4,1,0,10,0,1,113
2011,2014,1,1,1,3,4,0,0,2,1,114
2011,2014,3,1,1,3,0,4,5,0,1,114
2011,2014,0,1,1,1,3,3,9,0,1,114
2011,2014,0,1,1,0,3,4,5,0,1,115
2011,2014,0,1,0,3,4,4,23,0,1,115
2011,2014,0,1,1,3,3,1,23,0,1,117
2011,2014,0,1,1,5,3,1,1,0,1,117
2011,2014,1,1,1,0,4,1,23,0,1,119
2011,2014,0,1,1,0,3,4,5,0,1,119
2011,2014,0,1,0,0,3,3,8,0,1,119
2011,2014,0,1,1,1,3,3,3,0,1,119
2011,2014,0,1,1,0,4,0,6,2,1,120
2011,2014,0,1,1,5,3,1,1,0,1,120
2011,2014,0,1,1,1,3,3,3,0,1,120
2014,2017,1,1,1,1,1,3,9,2,0,0
2011,2014,0,1,1,0,4,3,3,0,1,121
2011,2014,0,0,1,0,3,4,5,0,1,121
2011,2014,0,1,1,1,3,3,3,0,1,121
2011,2014,0,1,1,0,1,4,5,0,1,122
2011,2014,0,1,1,4,0,4,5,0,1,124
2011,2014,3,1,0,4,3,1,1,0,1,124
2011,2014,0,1,1,4,4,4,23,2,1,126
2011,2014,0,1,1,4,4,3,3,2,1,126
2011,2014,0,1,1,1,4,3,3,0,1,126
2011,2014,0,1,1,1,1,4,5,0,1,126
2011,2014,0,1,1,0,1,0,6,2,1,126
2011,2014,0,1,1,1,1,4,5,0,1,127
2011,2014,0,1,1,3,1,4,5,0,1,128
2011,2014,0,1,1,1,3,1,1,0,1,129
2011,2014,0,1,1,1,1,4,5,0,1,129
2011,2014,0,1,1,0,4,6,22,2,1,130
2011,2014,0,1,1,4,3,3,8,0,1,131
2011,2014,1,1,1,1,3,0,0,2,1,131
2011,2014,0,1,1,4,1,4,5,0,1,132
2011,2014,0,1,1,3,3,3,9,0,1,133
2011,2014,0,1,1,1,3,3,19,0,1,134
2011,2014,1,1,1,1,1,3,9,0,1,134
2011,2014,0,1,0,4,6,6,22,0,1,134
2011,2014,0,1,0,3,4,3,19,0,1,134
2011,2014,0,0,1,5,0,4,5,0,1,134
2011,2014,0,1,1,1,3,3,3,0,1,135
2011,2014,0,0,1,3,3,1,1,0,1,135
2011,2014,3,1,1,1,3,3,9,0,1,139
2011,2014,0,1,0,1,3,3,8,0,1,139
2011,2014,1,1,1,0,1,4,5,0,1,140
2011,2014,0,1,1,3,6,4,5,0,1,140
2011,2014,0,1,1,3,6,6,22,0,1,140
2011,2014,0,1,1,1,3,3,8,0,1,141
2011,2014,0,1,0,1,3,4,5,0,1,142
2011,2014,1,1,1,3,3,3,9,2,1,142
2011,2014,0,1,1,1,3,1,1,0,1,142
2011,2014,0,1,1,1,1,3,3,0,1,142
2011,2014,0,1,1,0,3,3,3,0,1,144
2011,2014,0,1,0,3,3,3,9,0,1,145
2011,2014,0,1,1,4,1,4,5,0,1,146
2011,2014,0,1,1,3,3,3,9,0,1,146
2011,2014,0,0,1,1,3,3,9,0,1,148
2011,2014,1,1,1,1,1,3,3,0,1,148
2011,2014,0,1,0,3,4,1,21,0,1,149
2011,2014,0,1,1,1,1,3,3,2,1,150
2011,2014,0,1,0,3,1,4,5,0,1,151
2011,2014,0,1,1,0,1,4,5,0,1,152
2011,2014,0,1,1,4,3,1,1,2,1,152
2011,2014,0,1,1,1,0,4,5,0,1,152
2011,2014,0,1,1,1,0,4,5,0,1,153
2011,2014,0,1,1,1,1,4,5,0,1,153
2011,2014,0,1,0,4,3,4,23,0,1,154
2011,2014,0,1,1,4,6,4,5,0,1,155
2011,2014,0,1,0,4,6,6,22,0,1,155
2011,2014,1,1,1,0,3,3,8,0,1,155
2011,2014,0,1,1,1,4,1,18,0,1,156
2011,2014,0,1,1,3,3,4,23,0,1,156
2011,2014,0,1,0,0,1,4,5,0,1,156
2011,2014,0,1,1,0,1,0,6,2,1,156
2011,2014,1,1,1,3,3,3,8,0,1,156
2011,2014,0,1,1,0,3,3,3,0,1,156
2011,2014,0,1,1,1,3,1,23,2,1,157
2011,2014,0,1,1,1,4,6,22,2,1,157
2011,2014,0,1,1,0,3,3,3,0,1,158
2011,2014,0,1,1,1,4,0,0,0,1,158
2011,2014,1,1,1,0,4,6,22,2,1,158
2011,2014,0,1,1,1,3,3,3,0,1,158
2011,2014,0,1,1,0,3,3,3,0,1,158
2014,2017,0,1,1,1,3,3,3,2,0,0
2011,2014,0,1,1,1,4,0,6,2,1,159
2011,2014,0,1,1,0,3,3,23,2,1,160
2011,2014,3,1,1,1,4,3,9,2,1,161
2011,2014,1,1,1,0,4,3,3,2,1,161
2011,2014,0,1,1,0,3,4,5,0,1,161
2011,2014,0,1,1,1,1,3,9,0,1,161
2011,2014,0,1,0,1,4,3,8,0,1,161
2011,2014,1,1,1,4,3,1,23,2,1,162
2011,2014,1,1,0,3,0,4,5,0,1,164
2011,2014,0,1,1,3,3,4,23,0,1,165
2011,2014,1,1,1,0,1,4,5,0,1,169
2011,2014,0,1,1,1,3,3,3,2,1,169
2011,2014,1,1,1,4,6,4,5,0,1,169
2011,2014,0,1,1,3,3,3,9,0,1,169
2011,2014,0,1,1,3,3,3,8,0,1,169
2011,2014,0,1,1,3,3,3,3,0,1,169
2011,2014,0,1,1,1,1,4,5,0,1,170
2011,2014,0,1,0,0,3,3,3,0,1,170
2011,2014,0,1,1,3,1,3,9,0,1,170
2011,2014,0,1,1,1,3,6,7,0,1,170
2011,2014,0,1,1,3,1,4,5,0,1,172
2011,2014,0,1,0,1,1,4,5,0,1,172
2011,2014,0,1,1,0,3,3,3,0,1,172
2011,2014,0,1,1,0,3,3,9,2,1,173
2011,2014,0,1,1,1,4,6,22,2,1,173
2011,2014,0,1,1,1,3,3,9,0,1,174
2011,2014,0,1,1,1,3,4,5,0,1,175
2011,2014,1,1,1,1,1,3,9,0,1,175
2011,2014,0,1,1,0,1,3,9,0,1,175
2011,2014,1,1,1,4,1,3,3,0,1,175
2011,2014,0,1,0,1,3,3,3,0,1,175
2011,2014,0,1,1,4,3,3,19,0,1,177
2011,2014,1,1,1,4,6,1,15,2,1,178
2011,2014,0,1,1,1,3,4,5,0,1,180
2011,2014,0,1,1,3,3,4,23,2,1,180
2011,2014,0,1,1,0,3,3,3,0,1,180
2011,2014,0,0,1,1,0,4,5,0,1,181
2011,2014,0,1,1,4,4,1,15,2,1,181
2011,2014,0,1,1,1,3,1,23,0,1,182
2011,2014,0,1,1,1,3,1,1,0,1,182
2011,2014,0,1,0,1,4,6,22,2,1,182
2011,2014,0,1,1,0,3,1,23,0,1,183
2011,2014,1,1,1,3,3,0,0,0,1,185
2011,2014,1,1,1,1,1,4,5,0,1,188
2011,2014,1,1,1,0,1,4,5,0,1,189
2011,2014,1,1,1,1,1,3,3,0,1,189
2011,2014,0,1,0,4,3,3,3,0,1,189
2011,2014,0,1,1,3,3,0,0,2,1,190
2011,2014,0,1,1,3,3,0,7,0,1,190
2011,2014,0,1,1,1,3,4,23,2,1,191
2011,2014,0,1,1,3,4,0,6,2,1,192
2011,2014,1,1,1,1,4,1,23,2,1,192
2011,2014,1,1,0,1,3,3,8,0,1,193
2011,2014,0,1,1,1,1,4,5,0,1,193
2011,2014,3,1,0,3,3,3,9,0,1,194
2011,2014,0,1,1,0,3,3,13,0,1,194
2011,2014,0,1,1,1,1,4,5,0,1,196
2011,2014,0,1,1,1,3,3,3,0,1,197
2011,2014,0,1,1,0,4,6,22,2,1,198
2011,2014,0,1,0,3,1,4,5,0,1,199
2011,2014,0,1,1,3,1,4,5,2,1,201
2011,2014,0,1,1,1,1,0,6,2,1,201
2011,2014,0,1,1,0,3,3,3,0,1,201
2011,2014,0,1,1,4,3,3,8,0,1,202
2011,2014,0,1,0,1,0,6,22,0,1,202
2011,2014,1,1,1,3,4,3,9,2,1,203
2011,2014,0,1,1,4,3,0,0,0,1,203
2011,2014,0,1,1,0,4,3,3,2,1,204
2011,2014,0,1,1,1,3,3,3,0,1,207
2011,2014,0,1,1,1,4,0,6,2,1,208
2011,2014,1,1,1,1,1,0,10,0,1,209
2011,2014,1,1,1,1,0,0,7,0,1,209
2011,2014,0,1,1,0,3,3,3,0,1,209
2011,2014,0,1,1,3,1,4,5,0,1,210
2011,2014,0,1,1,1,3,3,9,0,1,210
2011,2014,1,1,1,0,1,4,5,0,1,210
2011,2014,0,1,1,0,3,1,23,2,1,211
2011,2014,1,1,1,0,4,3,3,0,1,211
2011,2014,0,1,1,1,3,1,1,2,1,212
2011,2014,0,1,1,3,3,4,23,0,1,212
2011,2014,0,1,1,1,3,3,3,0,1,213
2011,2014,0,1,1,1,0,4,5,0,1,215
2011,2014,0,1,1,0,4,3,9,0,1,215
2011,2014,0,1,1,1,4,6,22,2,1,215
2011,2014,0,1,1,3,3,0,0,0,1,215
2011,2014,0,1,1,1,1,3,13,0,1,215
2011,2014,0,1,1,3,4,6,22,2,1,216
2011,2014,0,1,1,1,0,4,5,0,1,217
2011,2014,0,1,1,5,6,0,0,2,1,217
2011,2014,0,1,1,1,1,3,3,0,1,217
2011,2014,1,1,1,0,3,0,7,0,1,218
2011,2014,0,1,1,3,6,4,5,0,1,219
2011,2014,1,1,1,3,3,3,13,0,1,220
2011,2014,0,1,1,4,3,1,1,2,1,220
2011,2014,0,1,1,3,3,3,3,0,1,221
2011,2014,1,1,1,1,3,0,0,2,1,221
2011,2014,0,1,1,0,3,3,3,0,1,222
2011,2014,0,1,1,3,6,6,22,0,1,223
2011,2014,0,1,1,0,4,3,3,0,1,224
2011,2014,0,0,1,3,3,1,1,0,1,224
2011,2014,1,1,1,1,3,3,3,0,1,224
2011,2014,1,1,1,3,6,4,5,0,1,225
2011,2014,0,1,0,5,0,4,5,0,1,225
2011,2014,0,1,1,3,3,0,6,2,1,225
2011,2014,0,1,1,1,3,4,23,0,1,226
2011,2014,0,1,1,3,1,4,5,0,1,227
2011,2014,1,1,1,3,3,1,23,2,1,227
2011,2014,1,1,1,5,4,4,23,2,1,227
2011,2014,1,1,1,0,1,0,0,0,1,227
2011,2014,0,1,1,4,6,6,22,0,1,228
2011,2014,1,1,1,1,3,0,0,0,1,229
2011,2014,0,1,1,0,3,3,9,0,1,230
2011,2014,0,1,0,1,3,3,3,0,1,230
2011,2014,0,1,1,1,1,3,3,0,1,230
2011,2014,1,1,1,3,1,4,5,0,1,230
2011,2014,0,1,1,4,0,4,5,0,1,231
2011,2014,0,1,0,1,6,6,22,0,1,231
2011,2014,0,1,1,1,4,0,0,0,1,231
2011,2014,0,1,1,3,3,3,9,0,1,231
2011,2014,1,1,1,3,6,6,22,0,1,231
2011,2014,0,0,1,1,3,1,1,0,1,232
2011,2014,0,1,0,0,3,1,1,2,1,232
2011,2014,0,1,1,1,4,0,7,0,1,232
2011,2014,0,1,1,1,3,3,9,2,1,234
2011,2014,0,1,1,1,3,0,20,2,1,234
2011,2014,0,1,0,1,1,4,5,0,1,234
2011,2014,0,1,1,1,6,4,5,0,1,234
2011,2014,1,1,1,3,4,0,0,2,1,236
2011,2014,0,1,1,1,3,3,3,0,1,237
2011,2014,0,1,1,3,3,0,7,0,1,237
2011,2014,0,1,1,1,0,4,5,0,1,238
2011,2014,0,1,0,1,3,3,8,0,1,238
2011,2014,1,1,1,0,3,0,0,0,1,238
2011,2014,0,1,0,3,3,4,5,0,1,238
2011,2014,0,1,1,1,3,4,5,0,1,239
2011,2014,0,1,1,1,3,1,18,0,1,240
2011,2014,0,1,1,1,3,0,0,2,1,240
2011,2014,0,1,1,1,3,1,23,2,1,241
2011,2014,0,1,0,3,6,6,22,0,1,242
2011,2014,0,0,1,0,4,0,0,2,1,243
2011,2014,0,1,1,4,4,6,22,2,1,243
2011,2014,0,1,1,0,3,0,0,0,1,244
2011,2014,0,1,0,3,4,3,9,0,1,244
2011,2014,1,1,1,1,6,4,5,2,1,245
2011,2014,1,1,1,1,6,0,6,2,1,245
2011,2014,0,1,1,3,1,3,9,0,1,246
2011,2014,0,1,0,3,4,1,15,0,1,248
2011,2014,0,1,1,1,1,4,5,0,1,249
2011,2014,0,1,1,0,3,3,3,0,1,250
2011,2014,1,1,1,1,3,4,5,0,1,251
2011,2014,0,0,1,1,3,3,3,0,1,251
2011,2014,0,1,1,0,3,0,0,0,1,252
2011,2014,0,1,1,1,6,0,6,0,1,253
2011,2014,0,1,1,3,3,1,23,0,1,253
2011,2014,0,1,1,1,1,4,5,0,1,254
2011,2014,0,1,1,1,4,1,23,2,1,255
2011,2014,0,1,1,1,4,3,8,0,1,255
2011,2014,0,1,1,3,4,3,19,0,1,256
2011,2014,0,1,1,4,3,4,23,2,1,257
2011,2014,1,1,1,3,3,1,23,2,1,258
2011,2014,0,1,1,1,4,0,0,2,1,258
2011,2014,0,1,1,0,1,0,0,0,1,259
2011,2014,0,0,1,1,3,1,1,0,1,260
2011,2014,0,1,1,0,3,3,3,0,1,260
2011,2014,0,1,1,3,6,4,5,0,1,260
2011,2014,0,1,1,3,1,0,6,2,1,261
2011,2014,1,1,1,4,4,1,15,2,1,261
2011,2014,0,1,1,3,3,0,6,2,1,261
2011,2014,0,1,1,3,3,3,3,0,1,261
2011,2014,0,1,1,4,0,4,5,0,1,262
2011,2014,0,1,1,1,3,4,5,0,1,264
2011,2014,1,1,1,0,4,3,3,2,1,265
2011,2014,0,1,1,1,3,1,1,0,1,265
2011,2014,1,1,1,4,3,3,9,2,1,266
2011,2014,0,1,1,3,0,4,5,0,1,266
2011,2014,0,1,1,3,3,3,8,2,1,266
2011,2014,1,1,1,0,3,4,11,0,1,267
2011,2014,1,1,1,3,3,4,23,0,1,268
2011,2014,0,1,1,1,1,3,3,2,1,269
2011,2014,0,1,1,1,4,0,0,2,1,269
2011,2014,0,1,1,0,3,4,5,0,1,270
2011,2014,1,1,0,1,4,1,21,0,1,271
2011,2014,0,1,1,0,3,4,5,0,1,272
2011,2014,1,1,1,4,6,6,22,0,1,272
2011,2014,0,1,1,0,1,3,3,0,1,272
2011,2014,1,1,1,4,6,6,22,0,1,273
2011,2014,1,1,1,3,1,0,6,2,1,274
2011,2014,1,1,1,4,4,0,0,2,1,274
2011,2014,0,1,1,1,3,4,5,0,1,275
2011,2014,0,1,1,4,6,6,22,0,1,275
2011,2014,1,1,1,0,4,4,23,2,1,275
2011,2014,0,1,1,1,3,4,23,0,1,275
2011,2014,0,1,0,3,0,0,20,0,1,275
2011,2014,0,1,1,0,3,3,3,0,1,277
2011,2014,1,1,1,3,1,0,6,2,1,277
2011,2014,0,1,1,4,3,3,3,0,1,278
2011,2014,0,1,1,0,3,3,3,0,1,278
2011,2014,1,1,1,1,3,1,23,2,1,280
2011,2014,0,1,1,1,3,3,3,0,1,280
2011,2014,1,1,1,4,1,3,9,0,1,281
2011,2014,0,1,1,1,0,0,7,0,1,281
2011,2014,0,1,1,1,3,3,3,0,1,282
2011,2014,0,1,1,0,4,0,6,2,1,284
2011,2014,0,1,1,5,0,4,5,0,1,285
2011,2014,0,1,1,1,1,4,5,2,1,285
2011,2014,0,1,1,0,3,3,8,0,1,286
2011,2014,0,1,1,0,3,3,3,0,1,286
2011,2014,0,1,1,0,3,3,9,0,1,287
2011,2014,0,1,0,3,4,0,23,0,1,287
2011,2014,0,1,1,5,4,0,0,2,1,287
2011,2014,0,1,1,3,6,1,1,0,1,288
2011,2014,0,1,1,1,1,3,9,0,1,288
2011,2014,0,1,1,4,6,6,22,0,1,288
2011,2014,1,1,1,5,3,1,23,2,1,290
2011,2014,1,1,1,1,0,4,5,0,1,291
2011,2014,0,1,1,3,1,4,5,0,1,292
2011,2014,0,1,1,1,0,0,7,0,1,292
2011,2014,1,1,1,0,4,0,0,2,1,292
2011,2014,0,1,1,1,3,3,9,0,1,292
2011,2014,0,1,1,3,1,3,9,0,1,292
2011,2014,0,1,1,1,3,4,23,0,1,292
2011,2014,0,1,1,0,3,4,23,0,1,292
2011,2014,0,1,1,0,3,1,1,0,1,294
2011,2014,0,0,1,4,3,1,1,0,1,295
2011,2014,0,1,1,0,4,0,6,2,1,295
2011,2014,0,1,1,0,3,3,3,2,1,296
2011,2014,0,1,1,0,4,0,6,2,1,296
2011,2014,1,1,1,1,3,0,0,2,1,297
2011,2014,1,1,1,1,3,4,5,0,1,300
2011,2014,3,1,1,1,3,3,3,0,1,300
2011,2014,0,0,1,0,1,0,6,2,1,301
2011,2014,0,1,1,1,1,4,5,0,1,302
2011,2014,0,1,1,0,3,4,5,0,1,302
2011,2014,0,1,1,1,1,3,9,2,1,302
2011,2014,0,1,1,0,3,3,8,0,1,302
2011,2014,0,1,1,0,3,3,3,2,1,303
2011,2014,0,1,1,1,3,3,3,2,1,304
2011,2014,1,1,1,3,3,3,9,0,1,305
2011,2014,0,1,1,3,3,4,23,2,1,307
2011,2014,0,1,0,1,3,3,3,2,1,307
2011,2014,0,1,1,1,3,4,23,0,1,307
2011,2014,0,1,1,3,4,0,0,0,1,307
2011,2014,1,1,1,0,1,3,9,0,1,309
2011,2014,0,1,1,3,0,4,5,0,1,311
2011,2014,1,1,1,0,1,4,5,0,1,311
2011,2014,1,1,1,5,1,3,9,0,1,312
2011,2014,0,0,1,0,3,0,0,2,1,312
2011,2014,0,1,1,4,3,1,23,0,1,312
2011,2014,1,1,0,3,3,3,8,0,1,312
2011,2014,1,1,1,0,4,3,9,2,1,313
2011,2014,1,1,0,4,4,3,9,0,1,313
2011,2014,0,1,1,4,4,1,15,2,1,314
2011,2014,0,1,1,1,3,1,1,0,1,314
2011,2014,0,1,1,4,3,1,1,0,1,314
2011,2014,1,1,1,3,4,1,23,2,1,315
2011,2014,0,1,0,3,3,3,9,0,1,315
2011,2014,0,1,1,3,1,4,5,2,1,316
2011,2014,0,1,1,3,1,4,5,0,1,316
2011,2014,1,1,1,1,4,1,18,0,1,316
2011,2014,0,1,1,1,1,4,5,0,1,319
2011,2014,3,1,1,0,3,6,22,2,1,320
2011,2014,0,1,1,4,3,3,3,0,1,320
2011,2014,0,1,1,4,1,4,5,0,1,321
2011,2014,1,1,1,3,3,4,23,2,1,322
2011,2014,1,1,1,3,3,3,3,2,1,322
2011,2014,3,1,1,0,3,3,19,0,1,322
2011,2014,1,1,1,3,0,4,5,0,1,322
2011,2014,0,1,1,1,0,4,5,0,1,323
2011,2014,1,1,1,4,4,3,9,0,1,323
2011,2014,0,1,1,3,3,0,0,2,1,323
2011,2014,0,1,1,1,3,4,23,0,1,323
2011,2014,1,1,1,3,3,4,23,0,1,325
2011,2014,4,1,1,1,4,0,0,2,1,326
2011,2014,0,1,1,1,3,4,5,0,1,326
2011,2014,0,1,1,0,3,3,3,2,1,327
2011,2014,1,1,1,1,1,4,5,0,1,327
2011,2014,1,1,1,4,6,6,22,0,1,327
2011,2014,0,1,1,1,1,3,3,0,1,328
2011,2014,0,1,1,1,1,4,5,2,1,329
2011,2014,0,1,1,1,3,1,23,2,1,329
2011,2014,1,1,0,0,1,4,5,0,1,329
2011,2014,0,1,1,1,4,0,0,2,1,330
2011,2014,0,1,1,1,3,1,1,0,1,330
2011,2014,1,1,1,4,3,4,23,2,1,331
2011,2014,0,1,1,0,4,3,9,2,1,331
2011,2014,1,1,1,1,6,6,22,0,1,331
2011,2014,0,1,1,1,1,3,9,0,1,333
2011,2014,1,1,1,3,3,0,0,2,1,334
2011,2014,1,1,1,0,4,0,0,2,1,334
2011,2014,0,1,1,3,6,6,22,2,1,335
2011,2014,1,1,1,4,3,3,8,0,1,335
2011,2014,1,1,1,4,4,3,19,2,1,336
2011,2014,0,1,1,3,3,1,16,0,1,336
2011,2014,0,1,1,1,3,4,11,0,1,337
2011,2014,0,1,0,3,3,3,8,0,1,337
2011,2014,0,1,1,1,3,0,0,0,1,339
2011,2014,0,1,1,1,3,3,3,0,1,341
2011,2014,0,1,1,4,0,4,5,0,1,341
2011,2014,0,1,1,1,4,3,8,2,1,343
2011,2014,0,1,1,1,4,0,0,2,1,343
2011,2014,0,1,1,3,3,3,9,2,1,345
2011,2014,0,1,1,1,1,3,9,2,1,345
2011,2014,3,0,0,0,1,4,5,0,1,347
2011,2014,1,1,1,0,1,4,5,0,1,350
2011,2014,3,1,1,0,4,3,8,2,1,353
2011,2014,0,1,1,1,4,4,23,0,1,354
2011,2014,0,1,0,1,4,4,23,0,1,354
2011,2014,0,1,1,1,3,3,9,0,1,355
2011,2014,0,1,1,1,0,4,5,0,1,355
2011,2014,0,1,1,3,3,1,1,2,1,356
2011,2014,0,0,1,1,3,1,1,0,1,357
2011,2014,1,1,1,4,1,4,5,0,1,357
2011,2014,0,1,1,1,1,4,5,0,1,357
2011,2014,0,1,1,3,6,6,22,0,1,358
2011,2014,0,1,0,3,3,4,5,0,1,362
2011,2014,3,1,1,0,4,0,0,2,1,363
2011,2014,0,1,1,0,0,0,7,0,1,364
2011,2014,0,1,1,1,3,4,5,0,1,364
2011,2014,0,1,1,4,6,6,22,0,1,364
2011,2014,1,1,1,1,1,4,5,0,1,365
2011,2014,1,1,1,0,1,4,5,0,1,365
2011,2014,0,1,1,4,3,3,3,0,1,365
2011,2014,0,1,1,1,1,3,19,2,1,366
2011,2014,0,1,1,4,4,3,3,2,1,366
2011,2014,0,1,1,1,6,4,5,2,1,367
2011,2014,1,1,0,3,3,0,0,0,1,368
2011,2014,0,1,1,3,1,3,3,0,1,369
2011,2014,1,1,1,4,1,0,10,0,1,370
2011,2014,0,1,1,1,0,4,5,2,1,374
2011,2014,1,1,1,3,4,1,23,2,1,377
2011,2014,0,1,1,0,0,4,5,0,1,379
2011,2014,0,1,1,1,4,3,9,2,1,381
2011,2014,0,1,1,1,1,4,5,0,1,381
2011,2014,1,1,1,3,3,0,0,2,1,382
2011,2014,0,1,1,1,1,4,5,0,1,382
2011,2014,0,1,1,1,1,4,5,0,1,383
2011,2014,4,1,1,1,1,0,0,0,1,383
2011,2014,1,1,1,4,1,0,7,0,1,384
2011,2014,0,1,1,0,3,1,23,2,1,384
2011,2014,0,1,1,3,3,4,23,2,1,384
2011,2014,1,1,1,1,1,4,5,0,1,385
2011,2014,0,1,0,1,1,0,7,2,1,386
2011,2014,1,1,1,4,6,6,22,0,1,386
2011,2014,0,1,1,0,3,3,3,2,1,386
2011,2014,1,1,1,0,4,0,6,2,1,386
2011,2014,1,1,1,5,4,3,9,2,1,388
2011,2014,0,1,1,1,3,1,1,0,1,388
2011,2014,0,1,0,3,1,4,5,0,1,388
2011,2014,0,0,1,0,3,4,5,0,1,389
2011,2014,1,1,0,1,3,3,9,0,1,390
2011,2014,0,1,1,0,3,3,3,0,1,390
2011,2014,0,1,1,1,0,4,5,0,1,391
2011,2014,0,1,1,0,4,0,0,2,1,393
2011,2014,0,1,1,1,3,1,1,0,1,396
2011,2014,0,1,1,3,0,0,7,2,1,396
2011,2014,0,1,1,1,1,4,5,0,1,397
2011,2014,0,1,1,1,1,4,5,0,1,397
2011,2014,0,1,1,4,3,1,1,0,1,397
2011,2014,0,1,1,4,0,6,22,0,1,397
2011,2014,0,1,1,4,3,1,1,0,1,399
2011,2014,1,1,1,4,6,6,22,0,1,400
2011,2014,1,1,1,1,3,0,0,2,1,401
2011,2014,1,1,1,1,4,1,15,2,1,401
2011,2014,0,1,1,0,1,4,5,0,1,401
2011,2014,0,1,0,3,1,3,9,0,1,403
2011,2014,0,0,1,1,3,0,0,0,1,403
2011,2014,4,1,1,1,3,4,23,2,1,404
2011,2014,0,1,1,1,4,6,22,2,1,404
2011,2014,0,1,0,3,3,0,0,0,1,405
2011,2014,0,1,1,1,4,0,0,0,1,405
2011,2014,0,1,1,1,1,4,5,0,1,406
2011,2014,0,1,1,1,1,4,5,0,1,406
2011,2014,0,1,1,0,4,3,9,2,1,407
2011,2014,1,1,1,3,3,0,0,0,1,409
2011,2014,1,1,0,3,4,3,9,2,1,410
2011,2014,1,1,1,3,6,6,22,0,1,410
2011,2014,0,1,1,1,1,4,5,0,1,411
2011,2014,0,1,1,4,0,4,5,0,1,411
2011,2014,0,1,1,1,0,4,5,0,1,412
2011,2014,0,1,1,3,4,1,15,2,1,412
2011,2014,0,1,1,1,0,4,5,0,1,412
2011,2014,1,1,0,1,3,3,8,0,1,413
2011,2014,0,1,1,3,1,4,5,0,1,413
2011,2014,0,0,1,4,3,1,23,2,1,413
2011,2014,0,1,1,1,1,3,3,0,1,413
2011,2014,0,1,1,4,0,4,5,0,1,414
2011,2014,0,0,1,0,1,3,3,0,1,414
2011,2014,0,1,0,4,4,3,9,2,1,415
2011,2014,0,1,1,1,3,3,3,0,1,415
2011,2014,1,1,1,3,6,6,22,0,1,416
2011,2014,0,1,1,1,3,0,6,2,1,417
2011,2014,0,1,0,3,1,3,9,0,1,418
2011,2014,0,1,1,1,3,1,1,0,1,418
2011,2014,0,1,0,1,1,4,5,0,1,418
2011,2014,1,1,1,1,1,4,5,2,1,419
2011,2014,1,1,1,1,3,0,0,0,1,441
2011,2014,0,1,1,1,4,1,23,2,1,420
2011,2014,0,1,1,3,3,1,1,0,1,422
2011,2014,0,1,1,4,4,1,15,2,1,422
2011,2014,1,1,1,1,6,4,5,0,1,423
2011,2014,0,1,1,4,0,4,5,0,1,423
2011,2014,0,1,1,1,1,0,6,2,1,423
2011,2014,0,1,1,1,1,3,9,2,1,424
2011,2014,0,1,1,1,4,6,22,2,1,424
2011,2014,0,1,1,3,4,1,18,0,1,425
2011,2014,0,1,1,3,1,3,9,2,1,425
2011,2014,0,1,1,0,4,3,3,2,1,426
2011,2014,0,1,1,0,4,3,3,2,1,426
2011,2014,0,1,1,3,3,3,8,2,1,427
2011,2014,0,1,1,3,0,4,5,0,1,427
2011,2014,0,1,1,1,6,6,22,0,1,427
2011,2014,1,1,1,1,1,4,5,0,1,428
2011,2014,0,1,1,5,1,3,3,0,1,428
2011,2014,0,1,1,1,3,0,0,0,1,428
2011,2014,0,1,1,0,4,1,23,2,1,429
2011,2014,0,1,1,4,1,3,3,0,1,430
2011,2014,0,0,1,4,0,4,5,0,1,435
2011,2014,0,1,1,1,4,3,3,2,1,435
2011,2014,1,1,1,4,4,1,15,2,1,435
2011,2014,0,1,1,1,1,4,5,0,1,435
2011,2014,0,1,1,5,4,0,6,2,1,435
2011,2014,0,1,1,5,0,0,6,0,1,438
2011,2014,0,0,1,3,1,4,5,0,1,439
2011,2014,0,1,1,1,3,3,8,0,1,439
2011,2014,0,1,1,1,6,0,6,2,1,439
2011,2014,0,1,1,1,3,3,8,0,1,440
2011,2014,0,1,1,1,3,3,3,0,1,440
2011,2014,0,1,1,1,0,4,5,0,1,441
2011,2014,0,1,1,3,1,0,6,2,1,441
